Date,Username,User tag,Content,Mentions,link
"2023-01-10,13:27:34","Pierrick","#1350","Any ETA for a launch on Arbitrum and/or Optimism?","ONI#6888",""
"2023-01-10,13:41:32","ONI","#6888","Havent heard yet but will look into it","Pierrick#1350",""
"2023-01-10,13:51:26","Pierrick","#1350","Thanks!","ONI#6888",""
"2023-01-10,15:11:15","Kenshiro","#7911","<@137743751656243201> it looks we can't deposit on this Vault:  https://yearn.finance/vaults/1/0xF6B9DFE6bc42ed2eaB44D6B829017f7B78B29f88","ONI#6888",""
"2023-01-10,15:12:24","ONI","#6888","are you trying to zap in?","Kenshiro#7911",""
"2023-01-10,15:12:45","Kenshiro","#7911","yeah, using ""from Wallet"" -> ""to Vault""","ONI#6888",""
"2023-01-10,15:12:56","ONI","#6888","I mean which coin are you depositing?","",""
"2023-01-10,15:13:14","Kenshiro","#7911","ibKRWUSDC-f , the UI detect my tokens","",""
"2023-01-10,15:13:42","Kenshiro","#7911","approve button is unclickable too","",""
"2023-01-10,15:13:49","ONI","#6888","Ok let me look into it","",""
"2023-01-10,15:14:02","Kenshiro","#7911","thx! 🙂","",""
"2023-01-10,15:25:20","ONI","#6888","you can try to deposit here for now https://v3.yearn.finance/#/vault/0xF6B9DFE6bc42ed2eaB44D6B829017f7B78B29f88","",""
"2023-01-10,15:40:40","ahmedcoe","#0233","Hi everyone, 
I came to the new landing site for yearn and noticed that it is updated. I was in the steth pool and found that it is recommended that we migrate to  a new one. I noticed that the new one is in the factory section and has very low TVL. Is that normal, is it because its a new pool or are people not using it and staking somewhere else? Also, the last i remember the curve steth pool had 70 million in TVL where did that go?","",""
"2023-01-10,15:45:14","Kenshiro","#7911","ok, thank you! 🙂","ONI#6888",""
"2023-01-10,16:37:43","ONI","#6888","yes that is normal the vault was just released and people are in the process of migrating","ahmedcoe#0233",""
"2023-01-10,16:38:22","ahmedcoe","#0233","Thanks","ONI#6888",""
"2023-01-10,16:38:26","ONI","#6888","https://curve.fi/#/ethereum/pools/steth/deposit yes it has almost 1b in tvl","",""
"2023-01-10,18:14:10","ONI","#6888","This vault was set to not accept deposits becuase the apy was high on low tvl, it might say it has an apy of 50% ect but the curve pool has $4k tvl in it atm and any deposits will tank the yield. https://curve.fi/#/ethereum/pools/factory-crypto-32/deposit if someone were to vote for the curve gauge for crv rewards we'd be more than happy to deploy a factory vault for this pool, but at the moment it doesn't make economic sense to do so.","Kenshiro#7911",""
"2023-01-10,18:17:51","ONI","#6888","Yearn has to deploy factory vaults which already had production vaults avaliable. We deployed the ones which made economic sense (tvl + crv rewards) to do so. A few weren't deployed, and the ibxx-usdc vaults are among those.","",""
"2023-01-10,18:35:28","Kenshiro","#7911","there is also a Convex Finance pool for this","",""
"2023-01-10,18:36:28","Kenshiro","#7911","here search ibKRW: https://www.convexfinance.com/stake","",""
"2023-01-10,18:37:55","Kenshiro","#7911","my question is if the Vault is working (someone is triggering compounds) or I  should invest directly in Convex to earn both CRV and CVX rewards","",""
"2023-01-10,20:08:29","ONI","#6888","This specific vault ibkrw-usdc has deposits closed due to low tvl/yield.","Kenshiro#7911",""
"2023-01-10,23:23:57","adamg82","#1333","Hey guys, I hadn't connected to to yearn in a while, and it turns out my vault no longer exists (CRV steth).  The protocol recognizes I have the old tokens and a migrate button shows up.  I click it, but my ledger wallet is having a tough time with the transaction.  Is there another way to migrate?","",""
"2023-01-11,02:59:38","old_frog_","#6669","will pass it on to devs, may need to do a manual function","",""
"2023-01-11,03:00:04","old_frog_","#6669","but dont do anything u less its posted in this channel by a mod or dev","",""
"2023-01-11,07:18:00","Kenshiro","#7911","ok, thank you! 🙂","ONI#6888",""
"2023-01-11,08:10:46","emiliof","#0922","Hi guys, I have migrate my vault to the new ""Curve stETH Factory"".  My balance appears to be ok (under Balance, yvCurve-stETH-f), but I cannot find a button to simulate a withdraw. Where is the option to withdraw??","",""
"2023-01-11,08:24:30","adamg82","#1333","thanks!  i'll hang tight.  the issue could also be with ledger, but they've actually been pretty good lately","old_frog_#6669",""
"2023-01-11,12:58:08","ONI","#6888","<@239477298598903818> see these two msgs here connect your wallet one of them should let you migrate","emiliof#0922",""
"2023-01-11,13:01:59","! Annaky ⛔","#7744","is website dead ?","",""
"2023-01-11,17:47:50","forever iron","#9291","how do i convert my crv-f i just withdrew from the gauge vault back into regular crv","",""
"2023-01-11,18:33:44","emiliof","#0922","Thank you, very useful!","ONI#6888",""
"2023-01-11,22:45:12","Hipsterman","#5353","Thank you <@137743751656243201> and thanks, <@837916569942097932> for both of your help. You guys are the best.","ONI#6888、wavey#9439",""
"2023-01-11,23:50:08","TheRealTuna","#1036","Hi, I found a small balance of claimable tokens via Zapper that are locked up on Yearn. Trying to figure out where I can claim them.","",""
"2023-01-11,23:51:26","TheRealTuna","#1036","","","https://cdn.discordapp.com/attachments/734811808401063966/1062926756245422130/Yearn_2.PNG"
"2023-01-11,23:52:02","TheRealTuna","#1036","Don't see them on the main page, these are probably real old, like V1 or something.","",""
"2023-01-12,00:13:51","Liu","#3857","Hello, what is the reason i deposited steCRV on Yearn Factory for more than 17 hours. But my amount of steCRV without any increase ? And ""Earned steCRV"" show $0 also.","","https://cdn.discordapp.com/attachments/734811808401063966/1062932397596872754/image.png"
"2023-01-12,00:15:14","TheRealTuna","#1036","Found the claimable locked here. Locked forever?","","https://cdn.discordapp.com/attachments/734811808401063966/1062932742070861928/yearn3.PNG"
"2023-01-12,00:42:42","j.","#6352","v1.yearn.finance","TheRealTuna#1036",""
"2023-01-12,00:43:07","j.","#6352","says right there no vote no claim","TheRealTuna#1036",""
"2023-01-12,01:43:10","Hipsterman","#5353","Yield is realized during harvests. Strategists maintaining Yearn Vaults have different harvest strategies. Some harvests occur more often than others because they may be dependent on other factors – including Vault balance and market conditions.","Liu#3857",""
"2023-01-12,01:44:50","TheRealTuna","#1036","Yes, I just wanted to confirm it's locked forever as I won't be able to vote on yearn v1.","j.#6352",""
"2023-01-12,05:18:07","Crolev","#3404","Hello, you can do it using the curve pool:
https://curve.fi/#/ethereum/pools/factory-v2-192/swap","forever iron#9291",""
"2023-01-12,05:56:15","NatKumForm","#4529","Hello. Who is admin in this channel, please?","",""
"2023-01-12,05:59:46","j.","#6352","pick one from the right","",""
"2023-01-12,06:56:18","Barry Pooter","#5492","Hello","",""
"2023-01-12,07:51:41","Fizbano","#1173","same here, how do i withdraw? alo is there a way to zap in eth directly?","emiliof#0922",""
"2023-01-12,07:58:28","emiliof","#0922","Click on the arrow and the deposit will change to withdraw. I was told the zap is not implementes yet, but they are working on it","Fizbano#1173",""
"2023-01-12,07:59:45","Fizbano","#1173","amazing thanks.","emiliof#0922",""
"2023-01-12,08:45:21","NatKumForm","#4529","Thank you. I can pick, but I can not communicate with any of them)","j.#6352",""
"2023-01-12,15:09:00","ONI","#6888","Just ask here no need to dm admins or try <#766323679410913320> if that is more suitable","NatKumForm#4529",""
"2023-01-13,00:55:38","cinestir","#2017","Same here.  Even tried migrating back on one account.  Still don't see how to withdraw!","emiliof#0922",""
"2023-01-13,16:24:11","kunjila","#5914","I cannot connect Metamask to the new website, on v3 and v2 all is fine. Using Chrome on my desktop, tried all the basic troubleshooting. Anyone else experiencing the same?","",""
"2023-01-13,19:15:51","italianfoot","#3914","I withdraw something some cure ibAUD and resulted in this transaction: 0x8fa339b2bd51ea71db58004077198a536b3a7d0211fcf615f54c9d1ee5827ba8","",""
"2023-01-13,19:15:57","italianfoot","#3914","why don't i see the coins in my wallet?","",""
"2023-01-13,19:28:22","italianfoot","#3914","nvm, I see them but how do I exchange it for eth?","",""
"2023-01-14,04:15:57","emiliof","#0922","Click on the arrow and the deposit will change to withdraw. I was told the zap is not implementes yet, but they are working on it","cinestir#2017",""
"2023-01-14,04:19:05","ThanksSkeleton","#9425","are the new factory pools on mainnet harvested by bots","",""
"2023-01-14,08:19:44","yakitori","#2367","Hi, I have st-yCRV deposited and earned some yCRV. How can I harvest that earned yCRV? Is there any interface for that? (like harvesting CAKE in PancakeSwap)","",""
"2023-01-14,08:30:38","Crolev","#3404","You don't need to make manual harvests. They are done automatically through keep3r jobs. While the amount of st-yCRV tokens in your wallet will remain constant the price per share will grow which means you will be able to withdraw more yCRV in the future than you deposited in the past.","yakitori#2367",""
"2023-01-14,08:32:14","Crolev","#3404","If the decoded input data of harvest tx has _job parameter then it's a keep3r job executed by a bot.","ThanksSkeleton#9425",""
"2023-01-14,09:15:43","yakitori","#2367","I see, thanks.","Crolev#3404",""
"2023-01-14,10:41:16","Kriptopoes","#4957","Hello, I have deposited FTM about a year ago. Now is visible in in the yearn.finance vaults as YVWFTM. However, it is unclear to me how I can unstake/withdraw. I only see a deposit button on my screen. Can anyone advise please? Thank you (interestingly there are also no rewards shown for >year locked staking)","",""
"2023-01-14,12:15:34","arberx","#3367","checkout: https://v2.yearn.finance/vaults","Kriptopoes#4957",""
"2023-01-14,12:19:10","Kriptopoes","#4957","this is the site I remember 🙂","arberx#3367",""
"2023-01-14,12:19:13","Kriptopoes","#4957","tnx","",""
"2023-01-14,19:28:28","cinestir","#2017","How does one withdraw crv3crypto to eth?  Doesn't show up on curve and can't seem to find a way on yearn.","","https://cdn.discordapp.com/attachments/734811808401063966/1063947741778169896/Screen_Shot_2023-01-13_at_6.55.27_PM.png"
"2023-01-14,23:04:42","neau","#6884","https://discord.com/channels/734804446353031319/734811808401063966/1063782192720924672","cinestir#2017",""
"2023-01-14,23:43:19","cinestir","#2017","what does zap mean?","",""
"2023-01-15,00:00:03","adamg82","#1333","will pass it on to devs may need to do a","",""
"2023-01-15,09:10:51","kunjila","#5914","can someone confirm that this is UX bug and it's being worked on? Evan after manually connecting MM, I still cannot interact with the website, it doesn't recognize my balances etc. Issue is only with Chrome on desktop, in other browsers all is good. Other web3 protocols (i.e. Uniswap, Sushi...) work fine in Chrome","",""
"2023-01-16,09:47:19","youngest investor","#0289","I need some assistance.  It has been a while i since I visited yearn.  I have a holding in the Curve stETH pool.  Site says I have to migrate to the current vault.  When I try the transaction fails or says I do not have enough for gas.  I do have enough ETH for gas.  How do I resole this?","",""
"2023-01-16,11:15:53","DukeMittens","#2494","How exactly does one withdraw their st-yCRV? Vault shows how much st-yCRV I have in Yearn, but I cannot find a way to withdraw. The docs don't seem to indicate how to do this with the redesigned site. Thoughts?","Crolev#3404",""
"2023-01-16,12:02:16","Crolev","#3404","Try to instead make a withdrawal from the vault and deposit into the other steth vault.","youngest investor#0289",""
"2023-01-16,12:04:18","Crolev","#3404","You can withdraw yCRV using either https://yearn.finance/vaults or https://yearn.finance/ycrv UI.
Then if you want to sell your yCRV then you can do it on Curve: https://curve.fi/#/ethereum/pools/factory-v2-192/swap","DukeMittens#2494",""
"2023-01-16,18:53:27","youngest investor","#0289","There is no where to withdraw.  This is what it shows.  I try to migrate but the transaction either fails immediately or says I do not have enough ETH for gas, but there is enough.","Crolev#3404","https://cdn.discordapp.com/attachments/734811808401063966/1064663705649946695/Screenshot_2023-01-16_at_4.49.48_PM.png"
"2023-01-16,19:43:12","Crolev","#3404","Sorry about this, I will let web team know about this UI issue.
In the meantime try using the previous version of the UI to make a withdrawal: https://v3.yearn.finance/","youngest investor#0289",""
"2023-01-16,19:53:47","Crolev","#3404","However just to make sure - you don't get to the point where you have a transaction in metamask, right?","youngest investor#0289",""
"2023-01-16,19:53:59","Crolev","#3404","Could you please also share the screenshot of the error you see?","",""
"2023-01-17,03:33:41","sethwii","#5607","Hi, is that possible to withdraw from atricrypto vault without migration","",""
"2023-01-17,05:23:26","Crolev","#3404","Try using either of the previous UI versions:
https://v3.yearn.finance/
https://v2.yearn.finance/","sethwii#5607",""
"2023-01-17,07:36:31","aMorales","#1258","<@137743751656243201> Hello, can I write you a private message? It's about security and fraud protection, or please tell me who I can contact","ONI#6888",""
"2023-01-17,08:31:26","Tomz84","#4527","Hi <@573280701378723882>  got the same issue but with a contract allowance to accept and then nothing .... always asks me for allowance approbation ... did it 3 times and nothing happens :/ on yearn V3 i can see my portfolio amount but nothing to withdraw :/ Do you know what we can can do ?","youngest investor#0289、Crolev#3404",""
"2023-01-17,09:15:06","youngest investor","#0289","No, there is no transaction.  It just shows transaction failed or says not enough gas.","Crolev#3404",""
"2023-01-17,09:19:01","youngest investor","#0289","Tried the previous version of the vault as you suggested.  My balance there shows 0, so cannot withdraw from there.","",""
"2023-01-17,10:56:22","Crolev","#3404","<@889415972128165898> <@857611169215807489> 
I let our web team know about this issue. Sorry about this.
If you need those funds urgently then let me know and I will walk you through how to make a withdrawal in etherscan by interacting with the smart contract directly. If it is not urgent then I recommend to wait until web team fixes the frontend.","youngest investor#0289、Tomz84#4527",""
"2023-01-17,11:18:32","ONI","#6888","So you don't get a transaction to sign in your wallet or you do and sign it but it shows failed on etherscan?","youngest investor#0289",""
"2023-01-17,12:54:40","Tomz84","#4527","Ok thanks 🙏 let me know when the frontend is fixed ! Thks","Crolev#3404",""
"2023-01-17,12:57:27","ONI","#6888","Can you try again? I dont see any that have reverted on the migration contract recently <@889415972128165898> I do however see a few that were sent with low gas and are still pending?","Tomz84#4527",""
"2023-01-17,12:58:14","ONI","#6888","https://etherscan.io/address/0x9327e2FDc57c7d70782F29AB46F6385afaf4503C
If yours is one that is pending because of low gas see this article https://info.etherscan.com/how-to-cancel-ethereum-pending-transactions/#replacing-cancel-pending-transactions","",""
"2023-01-17,13:24:47","youngest investor","#0289","i approve the transaction and it immediately fails.  i can wait.  there is no urgency.  i would just like it resolved.","Crolev#3404",""
"2023-01-17,13:25:40","youngest investor","#0289","in metamask.  i am signed in and it does ask for approval.","",""
"2023-01-17,21:21:12","vageta","#9218","Can anyone give me instructions for n how to stake my YFI tokens ??","",""
"2023-01-17,21:33:34","old_frog_","#6669","https://yearn.finance/veyfi","",""
"2023-01-18,11:28:25","screwTheJustice","#0314","What's the difference between Gross APR and Net APY?Are they after tax(I mean the performance fee)?","",""
"2023-01-18,11:29:52","Crolev","#3404","Net APY is what you get and this is the APY shown in Yearn UI.
Gross APR is the yield before fees and can be seen in the tooltip that shows when you hover your mouse over APY.","",""
"2023-01-18,13:25:59","Tomz84","#4527","Thing is when I go to that page : https://yearn.finance/vaults I can see the pool Curve stETH Pool with the migration button and which ask well for approbation, approbation works well (i nevertheless limit it with an amount a little bite higher that my real possession) and then nothing else happens, same migration button remains and if I click on it again i am asked for approbation again :/ I could try again but already did 4 times and fees go up quickly :/","ONI#6888",""
"2023-01-18,14:01:14","ONI","#6888","you should only have to approve it once, I also wouldnt manually override the value it suggests","Tomz84#4527",""
"2023-01-18,14:41:54","Tomz84","#4527","i ll try again once the gas is lower, maybe my limit was wrong :/ but can you confirm that once contract approved a new button to withdraw should appear ? thanks","ONI#6888",""
"2023-01-18,14:48:46","ONI","#6888","Yes that is correct","Tomz84#4527",""
"2023-01-18,17:44:32","bryankerr","#1194","I deposited into the curve steth pool a few weeks ago and still see zero earning. Is this expected?","",""
"2023-01-19,10:21:57","bryankerr","#1194","<@137743751656243201> any chance I can get a hand with the above?","ONI#6888",""
"2023-01-19,12:09:18","ONI","#6888","the factory vault or? The factory vault has yet to have a harvest so yes its normally this could take 2 to 3 weeks to show yield on your deposits.","bryankerr#1194",""
"2023-01-19,12:09:59","bryankerr","#1194","Yes that's right. I migrated from the old version and haven't seen any apy in weeks","ONI#6888",""
"2023-01-19,12:10:30","ONI","#6888","The apy your getting is shown on the main site its just that the rewards (CRV) has yes to be harvested. It will happen soon","",""
"2023-01-19,14:23:56","screwTheJustice","#0314","What's the frequency of reinvesting?Does it work by calling harvest function by some bot periodically?","",""
"2023-01-19,17:44:10","ONI","#6888","Harvest is permissionless so whenever anyone wants to call harvest on the factory vaults it will compound the rewards into the base token. 

If you want to know how much is available to claim before calling harvest you can check this way.

For curve you can go to https://curve.fi/#/ethereum/dashboard and put in Yearn's curve voter proxy address (curve-voter.ychad.eth). It will show, for your vault, how much is available to harvest from the curve strategy.

For convex strategies and frax
claimableProfitInUsdc()
On the strats will tell you how much usd has accumulated to harvest","screwTheJustice#0314",""
"2023-01-19,17:46:18","ONI","#6888","So for stETH this is what is currently claimable in the curve strategy (not the 8k, that is over all vaults, just the 574$)","","https://cdn.discordapp.com/attachments/734811808401063966/1065733968298778704/image.png"
"2023-01-20,06:00:26","Tomz84","#4527","Hi <@137743751656243201> it was well a limitation issue 🙂 nevertheless i'd like to withdraw my LP instead of Migration (cost so much) how can I get back my LP token without migration ? Thanks","ONI#6888",""
"2023-01-20,09:28:35","TurtleBear","#3325","Hi team, was hoping someone could direct me who to contact regarding chain integrations/partnerships, thanks!","",""
"2023-01-20,09:41:29","j.","#6352","<#766323679410913320>","TurtleBear#3325",""
"2023-01-20,12:41:03","joaorcsilva","#2787","I have some questions about ybribe:
1- do I need to claim everytime before current period ends?
2- does it accrue everyday? every block? how does it work for the current weeks payout formula","",""
"2023-01-20,13:21:34","defiglenn","#3350","Hey, you do need to claim everytime. 1- The period runs from Thursday to Thursday. Otherwise you are locked out the rewards till the nexy week. 2- pretty sure it accrues daily but not 100%","joaorcsilva#2787",""
"2023-01-20,13:29:17","joaorcsilva","#2787","""Otherwise you are locked out the rewards till the nexy week."" i dont understand. Do I lose it permanently? or just cant withdraw that amount until 2 weeks ahead?","defiglenn#3350",""
"2023-01-20,13:29:58","joaorcsilva","#2787","right now i have x$ claimable. if i dont claim now, can i claim several weeks in like 2 months from now?","",""
"2023-01-20,13:30:23","joaorcsilva","#2787","or only the ""previous period"" will be available all rest void","",""
"2023-01-20,13:30:52","joaorcsilva","#2787","regarding question 2 would be interesting to know also","defiglenn#3350",""
"2023-01-20,13:46:37","Worms","#0026","AFAIK

1 - Yes, you need to claim any claimable rewards before the current period ends
2 - Rewards accrue on a weekly basis (the payout formula is based on the total amount of veCRV votes for the chosen gauge and the amount of the overall bribe)

read more here: https://medium.com/iearn/introducing-yearns-new-bribe-platform-for-curve-gauge-voting-e87e6f929f3e
also here: https://yearn-docs-git-fork-marcoworms-master.yearn.farm/getting-started/products/ybribe/overview","joaorcsilva#2787",""
"2023-01-20,13:47:18","Worms","#0026","if this doesn't answer lmk more details about your question so I can dive deeper!","",""
"2023-01-20,15:02:04","Tomz84","#4527","<@137743751656243201> <@137743751656243201> any feedback guys please ?","ONI#6888",""
"2023-01-20,15:07:25","defiglenn","#3350","I dont think you can do this on the UI. You may be able to interact with the smart contract directly to do this","Tomz84#4527",""
"2023-01-20,15:08:05","ONI","#6888","did you try on the v3 ui?","Tomz84#4527",""
"2023-01-20,15:08:10","ONI","#6888","v3.yearn.finance","",""
"2023-01-20,16:01:36","Tomz84","#4527","on V3 I can see my portfolio net value but no view on the vault :/","ONI#6888",""
"2023-01-20,16:20:24","Richard Feynmann","#2145","As you someone mentioned above, you can easily call withdrawAll() function in the vault contract using etherscan","",""
"2023-01-20,16:20:45","Richard Feynmann","#2145","Do you know the address of the vault? You should be able to find it searching on etherscan","",""
"2023-01-20,16:31:59","Tomz84","#4527","if im not mistaken, i d say : https://etherscan.io/token/0xdcd90c7f6324cfa40d7169ef80b12031770b4325","",""
"2023-01-20,16:32:35","Tomz84","#4527","but i have no clue in doing this : call withdrawAll() function","",""
"2023-01-20,16:32:37","ONI","#6888","yes that should be it","",""
"2023-01-20,16:33:03","ONI","#6888","connect wallet to etherscan, go to write contract call 25 withdrawal()","",""
"2023-01-20,16:33:43","ONI","#6888","that will withdrawal all funds and give you the deposit token back. Sorry this is the easiest way to do this will look into how we can fix the website on this","",""
"2023-01-20,16:37:51","Tomz84","#4527","ok ill try this and come back to you in any cases","",""
"2023-01-20,16:44:02","joaorcsilva","#2787","thanks, i see that regarding 1, its really necessary to claim, otherwise it will be splitted across future week's payouts","Worms#0026",""
"2023-01-20,16:45:30","joaorcsilva","#2787","however regarding the ""snapshots"" not sure if i understand, example: i joined mid previous period and i have some claimable balance. i wanted to understand if it was the ""full week"" regardless of me entering in the middle, or if i just received part","",""
"2023-01-20,16:46:09","joaorcsilva","#2787","from your reply i see its like binary, so my veCRV votes were accounted, and i received the same proportion, as people who joined previous week from the beggining","",""
"2023-01-20,17:09:19","Worms","#0026","understood, will go after the info for you, not sure if I will answer it today though!","joaorcsilva#2787",""
"2023-01-20,17:23:14","joaorcsilva","#2787","i received more than the announced token/veCRV","Worms#0026",""
"2023-01-20,17:23:35","joaorcsilva","#2787","so i assume it may have accounted for full week PLUS, unclaimed amounts from prev period","",""
"2023-01-20,23:58:06","indigo","#0520","what is the status on v3 vaults? was announced last year in may but havent heard of anything since","",""
"2023-01-20,23:59:31","j.","#6352","https://discord.com/channels/734804446353031319/734862139386232902/1065645113176506378","",""
"2023-01-20,23:59:50","j.","#6352","https://support.discord.com/hc/en-us/articles/115000468588-Using-Search","",""
"2023-01-21,00:55:30","LexS","#6332","Hello. I need some help. Turns out that I just went back to check my old wallets, and find out that in Yearn site says, under the Portfolio tap, that I have a few bucks on Holdings, but I don't know where is that deposited. Any clue on how I can verify that?","",""
"2023-01-21,12:38:47","Tomz84","#4527","Ok it's working but withdraw was same price as migration then i just migrated 🙂 Thanks guys for your precious support 🙂","ONI#6888",""
"2023-01-21,13:37:08","italianfoot","#3914","what is the cheapest way to start staking yCRV?","",""
"2023-01-21,13:37:35","italianfoot","#3914","I was buying ETH from coinbase, then swapping it to CRV via curve.fi, and then staking it through yearn","",""
"2023-01-21,13:37:49","italianfoot","#3914","there must be a cheaper way...","",""
"2023-01-21,14:23:11","Hipsterman","#5353","Try cowswap - I had to manually add the st-yCRV address to the token list, but it allowed me to trade ETH to st-yCRV and was significantly cheaper gas-wise.","",""
"2023-01-21,14:45:56","italianfoot","#3914","how do you manually add the st-yCRV address? Or better yet, what is that address?","",""
"2023-01-21,14:46:26","italianfoot","#3914","nvm, i think it is 0x27B5739e22ad9033bcBf192059122d163b60349D","",""
"2023-01-21,14:46:27","italianfoot","#3914","?","",""
"2023-01-21,14:46:53","italianfoot","#3914","can i buy with fiat? buying ETH first also involves spending more gas...","",""
"2023-01-21,14:47:23","ONI","#6888","on cowswap no you cannot","",""
"2023-01-21,14:47:49","ONI","#6888","its just for swapping tokens, but yes at cowswap you can swap into vaults > v0.3.4","",""
"2023-01-21,15:18:55","Hipsterman","#5353","If you need to buy with fiat first, cheapest way I know of is going to be a cex you trust that accepts fiat payments, followed by some dex's. 
- A cex like binance or coinbase may have less fees associated with your purchase, but there may be a hold on the ETH you purchase until the bank transfer clears.
- Some dex's have the ability to use fiat purchases (like Moonpay; which can also be utilized via Metamask), but those fees can be a bit higher. These funds are usually immediately available.","italianfoot#3914",""
"2023-01-21,15:20:34","ref","#8984","Hi, it appears that my vault  yvCurve-stETH-WETH is not active on yearn.finance anymore, I can't even display it. Does it mean that I have to withdraw it by this way ? : https://etherscan.io/address/0x828b154032950c8ff7cf8085d841723db2696056#writeContract","",""
"2023-01-21,15:23:45","ONI","#6888","https://yearn.finance/vaults/1/0x5faF6a2D186448Dfa667c51CB3D695c7A6E52d8E","",""
"2023-01-21,15:25:26","ONI","#6888","you should be able to withdrawal here. Make sure you connect your wallet","",""
"2023-01-21,15:28:42","ref","#8984","yes i see it, thanks 😀","ONI#6888",""
"2023-01-22,10:41:12","GroagJI","#2849","On Fantom vaults the earnings / earned coins display is not working for me. Does it actually calculate anything ?","",""
"2023-01-22,11:30:35","defiglenn","#3350","Yeah it should show how much you have earned so far. How long ago did you deposit in the vault? It can be every few days to a few weeks for a harvest occur, up until your first occurrence of this your earnings would be 0","GroagJI#2849",""
"2023-01-22,13:29:19","TraderJoe","#0870","Hi, i have converted my crv into st-ycrv

when i try to see if i can swap from st-yCRV into yCRV the max button is greyed out and when i enter any number in it says insufficient balance, but when i click the drop down menu to choose what I want to swap from it shows my st-yCRV amount correctly","",""
"2023-01-22,13:36:44","TraderJoe","#0870","nm its in the vault","",""
"2023-01-22,13:38:16","TraderJoe","#0870","but when i try to withdraw from the vault, the UI shows i will receive 0, no matter what number i put in 😦","",""
"2023-01-22,13:38:53","Ollizy","#2673","Maybe it’s a UI bug which wallet are you interacting with ? <@181805202343591936>","TraderJoe#0870",""
"2023-01-22,13:39:09","TraderJoe","#0870","rabby, maybe i'll. reload brwoser with metamask","",""
"2023-01-22,13:40:02","TraderJoe","#0870","metamask works","",""
"2023-01-22,13:40:07","TraderJoe","#0870","thanks ollizy","",""
"2023-01-22,13:41:19","Ollizy","#2673","You’re welcome! <@181805202343591936>","TraderJoe#0870",""
"2023-01-23,06:02:23","GroagJI","#2849","More than a few weeks ago. Earnings work, just does not display. Maybe because I now hold a staking composit or however you call it ? yvBoo and it earns Boo, but shows no Boo earned.","defiglenn#3350",""
"2023-01-23,06:50:01","defiglenn","#3350","Ok thanks for letting us know. I will pass this issue on and we will get it fixed. So you are managing to earn but u can't see it on the UI? Are you finding out the amount earned by looking at the etherscan contract?","GroagJI#2849",""
"2023-01-23,06:51:27","GroagJI","#2849","Sure. Yes either that or if I click on withdraw it also shows the correct amount with earnings included.","",""
"2023-01-23,06:52:06","GroagJI","#2849","I guess the UI just shows the yvBoo holding,  which is static","",""
"2023-01-24,01:29:01","SesuaiAplikasi","#0100","Hi there - I have an old deposit in a stETH vault that apparently doesn't exist anymore. When I'm on Yearn, the balance shows in my Holdings but I can't find the vault anymore. What do I do if I want to withdraw it?","",""
"2023-01-24,04:53:16","defiglenn","#3350","Try using v1.yearn.finance or v2.yearn.finance to see it and withdraw it","SesuaiAplikasi#0100",""
"2023-01-24,07:23:20","berus","#4408","Hello !  cowswap is the only way to swap st-ycrv for crv   ?","",""
"2023-01-24,07:23:56","defiglenn","#3350","Have you tried sushiswap?","berus#4408",""
"2023-01-24,07:25:14","berus","#4408","yes don't seem that there is liquidity","defiglenn#3350",""
"2023-01-24,07:25:51","berus","#4408","however cowswap it's ok ..only to know if there was something within yearn finance","",""
"2023-01-24,07:32:07","defiglenn","#3350","If you could it would be here:https://yearn.finance/vaults/1/0x27B5739e22ad9033bcBf192059122d163b60349D. I can't see if it would work as on my phone right now so please let me know if this helps","berus#4408",""
"2023-01-24,10:44:49","Worms","#0026","hello ser! I confirmed with one of our devs and this is indeed the expected behavior/formula, you can join in the middle of the week and get full rewards for it","joaorcsilva#2787",""
"2023-01-24,12:44:11","Worms","#0026","I think there is a uniswap v3 pool but idk about the liquidity there, cowswap is what the yearn UI uses!","berus#4408",""
"2023-01-24,16:49:24","Tomz84","#4527","<@137743751656243201> Hello, to follow up. I did the migration on the new vault Curve stETH since few days but i don't see any earnings on the front end and when I look into ether scan the amount deposited and the amount i can withdraw is the same, meaning there is no rewards at all since 4 days :/ do you have please any idea ?","ONI#6888",""
"2023-01-24,16:58:40","ONI","#6888","Yes we have yet to harvest any rewards last I checked, they will be getting this set up this week to sell the rewards accumulated by the factory vaults. Best to just wait for now, you're earning the apy shown on the website no worries.","Tomz84#4527",""
"2023-01-24,16:59:39","Tomz84","#4527","OK great to read ! Thanks again for your prompt reply and precious help 🙂 Cheers","ONI#6888",""
"2023-01-25,02:39:11","SesuaiAplikasi","#0100","thank you so much!","defiglenn#3350",""
"2023-01-25,04:06:23","Peky","#8276","Hi, can i ask you? I have st-yCRV https://yearn.finance/ycrv  where will I see rewards? thanks","",""
"2023-01-25,07:54:03","defiglenn","#3350","Answered in general. Please don't double post","Peky#8276",""
"2023-01-25,08:36:40","Guybrush","#1021","not sure if this is the same problem as peky but im in a few factory vaults and not seeing any rewards at all","",""
"2023-01-25,08:37:15","Guybrush","#1021","i deposited curve LP tokens , is there some other step i need to do as well?","",""
"2023-01-25,08:37:31","Guybrush","#1021","i see people talking about harvests but i dont see any button for that on the UI","",""
"2023-01-25,08:38:12","Guybrush","#1021","oh i guess maybe this is the issue? so i just need to wait for the harvest to happen on factory vaults?","ONI#6888",""
